Gender,Height_in,Height_m,Weight,BMI
Male,68.95157231,1.751368991,87.74062225,Overweight
Male,68.24449866,1.73340933,78.97476423,Overweight
Male,72.31686417,1.836847358,89.52481313,Overweight
Male,71.81545921,1.824111679,91.45352147,Overweight
Male,65.23708476,1.657021058,82.10558297,Overweight
Male,70.64056822,1.794269464,82.60930266,Overweight
Male,64.73196055,1.64419091,80.53492549,Overweight
Male,67.10358742,1.7044302,74.83115,Overweight
Male,65.11752005,1.653984116,75.16795635,Overweight
Male,71.70127273,1.821211344,87.58596783,Overweight
Male,66.83291428,1.697555106,81.95676566,Overweight
Male,66.47131117,1.688370392,78.36877853,Overweight
Male,69.4115637,1.763052766,80.49925176,Overweight
Male,70.05221531,1.779325308,91.0897727,Overweight
Male,66.74364069,1.695287558,76.08542018,Overweight
Male,66.27436492,1.68336796,70.03262023,Normal
Male,68.32848489,1.735542579,80.73244902,Overweight
Male,70.07592603,1.77992756,83.433194,Overweight
Male,68.73302527,1.745817899,81.28585551,Overweight
Male,67.55608774,1.715923702,71.92517053,Normal
Male,66.2536683,1.682842266,75.52466992,Overweight
Male,69.18224004,1.757227948,78.0104203,Overweight
Male,67.60914147,1.717271266,79.09019821,Overweight
Male,69.29277545,1.760035546,85.15978964,Overweight
Male,68.19072084,1.732043374,91.39332783,Obesity
Male,71.60712446,1.818819979,92.95325329,Overweight
Male,69.19689489,1.757600181,81.05033439,Overweight
Male,67.26199731,1.708453809,74.39563231,Overweight
Male,73.68523318,1.871603912,101.2734878,Overweight
Male,69.53725255,1.766245261,92.06026406,Overweight
Male,68.31159673,1.73511362,85.90659882,Overweight
Male,67.73900004,1.720569672,80.81673865,Overweight
Male,71.70580132,1.82132637,101.2867921,Obesity
Male,63.63229897,1.616259521,75.76288511,Overweight
Male,68.72123557,1.745518441,81.85915041,Overweight
Male,66.94937781,1.700513278,74.58828094,Overweight
Male,62.70702359,1.592757539,68.02501916,Overweight
Male,72.25844796,1.835363587,87.50255363,Overweight
Male,70.90869136,1.801079788,91.57296674,Overweight
Male,67.60988009,1.717290027,81.58669764,Overweight
Male,70.80159717,1.798359597,89.11618817,Overweight
Male,69.30480648,1.760341134,85.0719278,Overweight
Male,66.24293412,1.682569618,77.87864369,Overweight
Male,67.49222944,1.714301702,86.95340713,Overweight
Male,65.80628384,1.671478707,75.22852703,Overweight
Male,71.44374425,1.814670124,84.21513416,Overweight
Male,68.4644428,1.738995908,80.86719856,Overweight
Male,63.98795916,1.625293285,68.48288981,Overweight
Male,71.00193602,1.803448201,95.22226167,Overweight
Male,68.13976097,1.730748994,78.99658679,Overweight
Male,68.39543717,1.737243166,81.59166498,Overweight
Male,68.09625654,1.729643982,76.08876129,Overweight
Male,68.14062715,1.730770995,83.02759359,Overweight
Male,68.8601275,1.749046294,76.90961745,Overweight
Male,66.14888828,1.680180855,78.66721927,Overweight
Male,66.2060678,1.681633214,82.05005485,Overweight
Male,67.43215661,1.712775853,83.23818387,Overweight
Male,69.47114354,1.764566093,93.42993223,Obesity
Male,70.51589776,1.791102836,83.3519957,Overweight
Male,71.33841455,1.811994751,91.60494351,Overweight
Male,71.0019831,1.803449397,98.03034601,Obesity
Male,66.20238347,1.681539632,72.29817573,Overweight
Male,72.54334622,1.842599999,95.40691954,Overweight
Male,67.47938821,1.713975535,81.01985469,Overweight
Male,65.35044584,1.659900428,66.55999829,Normal
Male,70.84410066,1.799439185,88.8754625,Overweight
Male,69.93851304,1.776437272,77.19040588,Normal
Male,64.73985043,1.644391313,76.95372172,Overweight
Male,69.3084403,1.760433433,89.98298841,Overweight
Male,68.83850005,1.748496957,81.60470113,Overweight
Male,61.93735671,1.573208011,66.79763009,Overweight
Male,68.59337259,1.742270723,80.27864043,Overweight
Male,65.21861081,1.65655182,84.12670506,Obesity
Male,64.33368285,1.634074662,80.50976879,Obesity
Male,68.74894382,1.74622223,77.03238514,Overweight
Male,72.48969454,1.841237247,90.07506967,Overweight
Male,67.23396721,1.707741845,92.23808709,Obesity
Male,67.26364116,1.708495563,87.64199059,Obesity
Male,65.11853946,1.654010009,80.80058605,Overweight
Male,66.26285582,1.683075629,73.8355168,Overweight
Male,67.7017162,1.719622663,72.25108692,Normal
Male,65.53073137,1.664479678,78.06967499,Overweight
Male,69.86900753,1.774671833,91.55166782,Overweight
Male,68.48191233,1.739439634,77.27045387,Overweight
Male,72.21400234,1.834234669,93.16315234,Overweight
Male,68.17956949,1.73176013,77.0143733,Overweight
Male,71.98124541,1.828322646,90.91676056,Overweight
Male,66.06517241,1.678054473,81.00652084,Overweight
Male,66.65620017,1.69306657,76.20981978,Overweight
Male,67.59946072,1.717025375,80.63342863,Overweight
Male,68.24598095,1.73344698,87.66918403,Overweight
Male,64.80865645,1.646138985,73.6540606,Overweight
Male,67.49225471,1.714302344,83.18143567,Overweight
Male,68.18076753,1.73179056,82.12559637,Overweight
Male,69.55342248,1.766655977,95.64976103,Obesity
Male,66.40228554,1.686617142,75.10054663,Overweight
Male,66.59219309,1.691440791,88.97136766,Obesity
Male,71.93592542,1.827171519,91.64664208,Overweight
Male,68.28707861,1.73449086,77.29824678,Overweight
Male,69.95548896,1.77686846,91.60203591,Overweight
Male,71.85116793,1.82501868,87.7187891,Overweight
Male,65.75553413,1.670189665,81.58110196,Overweight
Male,67.03188828,1.702609043,70.9825826,Normal
Male,76.70987627,1.948429805,106.6101857,Overweight
Male,72.57116057,1.843306483,104.5804142,Obesity
Male,69.72884254,1.771111644,92.48543794,Overweight
Male,72.79926333,1.84910029,98.98121178,Overweight
Male,72.53939323,1.842499593,101.0000506,Overweight
Male,72.29478242,1.836286482,94.56253137,Overweight
Male,67.25336112,1.70823445,82.00026198,Overweight
Male,75.9445014,1.928989294,105.1992105,Overweight
Male,66.31626774,1.684432291,77.38000929,Overweight
Male,71.15609193,1.807363759,85.3984264,Overweight
Male,71.19224073,1.808281938,88.93194114,Overweight
Male,72.19755099,1.833816805,97.34246895,Overweight
Male,75.14086199,1.908576864,101.6609765,Overweight
Male,64.41156415,1.636052846,71.93034599,Overweight
Male,64.73445933,1.644254379,75.52357364,Overweight
Male,63.41462137,1.610730513,72.63850212,Overweight
Male,67.84870187,1.723356097,79.91049752,Overweight
Male,65.93182045,1.674667335,79.14513378,Overweight
Male,70.96658876,1.802550381,87.9544366,Overweight
Male,67.58078378,1.716550981,84.81789687,Overweight
Male,68.58930747,1.742167469,78.74166434,Overweight
Male,70.3247914,1.786248737,87.70045298,Overweight
Male,72.39451949,1.838819802,94.54513301,Overweight
Male,70.82089498,1.798849761,93.45491047,Overweight
Male,65.90333685,1.673943852,78.27874416,Overweight
Male,74.79541543,1.899802526,105.5215576,Overweight
Male,67.68095556,1.719095343,80.39471208,Overweight
Male,67.15599902,1.705761454,79.67193351,Overweight
Male,71.77487998,1.823080967,96.44549899,Overweight
Male,64.66526685,1.642496891,75.73589519,Overweight
Male,68.12280513,1.730318316,89.09200745,Overweight
Male,66.78696331,1.696387952,75.03828802,Overweight
Male,66.80588592,1.696868586,80.08884277,Overweight
Male,67.88605044,1.72430475,79.22076573,Overweight
Male,69.17361428,1.757008854,88.55818139,Overweight
Male,70.22496123,1.783713052,93.29681578,Overweight
Male,64.8558342,1.647337299,71.82241152,Overweight
Male,67.82112989,1.722655769,76.6937927,Overweight
Male,63.44028174,1.611382286,61.53242005,Normal
Male,71.84847364,1.824950245,98.95448288,Overweight
Male,66.72810969,1.694893071,70.71478475,Normal
Male,71.96834453,1.827994964,91.41156906,Overweight
Male,76.02138853,1.930942226,107.0141737,Overweight
Male,71.4761399,1.815492973,88.62852819,Overweight
Male,67.36984504,1.71119314,80.1207507,Overweight
Male,70.55528184,1.792103191,90.01998108,Overweight
Male,69.86713903,1.774624373,84.23970465,Overweight
Male,67.94760673,1.725868279,80.44353414,Overweight
Male,74.10459887,1.882255795,97.86687544,Overweight
Male,69.16787365,1.756863042,84.83187367,Overweight
Male,66.55726452,1.690553606,77.83089162,Overweight
Male,66.70164102,1.694220767,78.39875468,Overweight
Male,67.24610127,1.70805005,76.33059189,Overweight
Male,69.05142276,1.753905191,74.30766321,Normal
Male,70.67278533,1.795087778,86.19310956,Overweight
Male,65.49903049,1.663674476,71.15495512,Overweight
Male,65.18725607,1.65575541,78.29291964,Overweight
Male,67.56817948,1.716230832,76.68607017,Overweight
Male,73.81542553,1.874910796,104.9496259,Overweight
Male,71.60660288,1.818806731,94.00715825,Overweight
Male,67.72478582,1.720208631,78.08712024,Overweight
Male,68.23116881,1.733070752,90.64027242,Obesity
Male,65.92945729,1.674607311,76.24446626,Overweight
Male,71.54853434,1.817331791,89.72939473,Overweight
Male,69.16441845,1.75677528,89.30877896,Overweight
Male,68.59769637,1.742380547,81.74715768,Overweight
Male,71.05754924,1.804860776,85.78967497,Overweight
Male,63.64409393,1.616559113,71.85927719,Overweight
Male,71.18249383,1.808034367,94.76565747,Overweight
Male,66.1287089,1.679668299,84.88571466,Obesity
Male,65.05740824,1.652457277,71.47813028,Overweight
Male,68.09141114,1.729520909,82.39246709,Overweight
Male,70.99318223,1.803225855,92.87145525,Overweight
Male,74.22121496,1.885217842,104.838805,Overweight
Male,69.32715563,1.760908802,84.48533361,Overweight
Male,64.93137727,1.649256092,82.14273052,Obesity
Male,68.34687923,1.736009795,90.22896501,Overweight
Male,70.92916338,1.801599777,92.24721515,Overweight
Male,61.47784241,1.561536354,73.04135374,Overweight
Male,68.4908497,1.739666643,86.09479243,Overweight
Male,72.04992879,1.830067203,90.81040139,Overweight
Male,72.52170617,1.842050342,100.6351233,Overweight
Male,71.23394984,1.809341349,97.09597075,Overweight
Male,72.25915422,1.835381526,91.49015123,Overweight
Male,67.56507641,1.716152014,84.90656817,Overweight
Male,72.26764603,1.835597218,89.14328676,Overweight
Male,62.6002818,1.590046299,68.81929745,Overweight
Male,66.23647305,1.682405507,75.88482134,Overweight
Male,69.65047501,1.76912111,90.19390974,Overweight
Male,69.28595883,1.759862404,81.09750865,Overweight
Male,70.72531693,1.79642208,87.78785645,Overweight
Male,68.82865213,1.74824682,89.69233181,Overweight
Male,66.01446388,1.676766477,83.67040201,Overweight
Male,66.41491791,1.686938004,70.39510688,Normal
Male,66.61566038,1.69203686,73.02467867,Overweight
Male,68.03485851,1.728084473,85.76719917,Overweight
Male,70.5024361,1.79076091,78.46496463,Normal
Male,69.15776683,1.756606329,88.85652135,Overweight
Male,70.79506083,1.798193574,97.86086615,Obesity
Male,65.19441233,1.655937179,75.61713076,Overweight
Male,74.78575471,1.899557144,108.6191102,Obesity
Male,71.06694464,1.805099419,83.58759168,Overweight
Male,69.33423524,1.761088624,90.71109304,Overweight
Male,69.89924168,1.77543978,86.82305674,Overweight
Male,64.42522857,1.636399922,76.70667161,Overweight
Male,67.85216735,1.72344412,88.33455745,Overweight
Male,67.54910596,1.715746365,83.12823329,Overweight
Male,74.76748722,1.89909315,95.42210763,Overweight
Male,71.41898455,1.814041228,89.83048635,Overweight
Male,67.12038062,1.704856747,78.31905008,Overweight
Male,69.85962564,1.774433533,89.38976379,Overweight
Male,68.43085034,1.73814266,86.41191139,Overweight
Male,67.93351928,1.725510458,83.71289069,Overweight
Male,68.49538014,1.739781716,81.61472539,Overweight
Male,65.24417866,1.657201243,72.34938446,Overweight
Male,70.18538995,1.782707942,89.75882933,Overweight
Male,71.10417155,1.806044982,98.55175476,Obesity
Male,68.4476155,1.738568495,85.23330517,Overweight
Male,65.42061214,1.661682651,80.22304508,Overweight
Male,67.70082467,1.719600018,83.98174329,Overweight
Male,74.22310315,1.885265802,101.2907406,Overweight
Male,71.1672843,1.807648045,93.86768099,Overweight
Male,67.23080819,1.707661606,77.57191612,Overweight
Male,67.88059587,1.724166204,79.47968205,Overweight
Male,67.37641186,1.711359937,78.61220894,Overweight
Male,68.76128406,1.746535672,82.15729257,Overweight
Male,71.70531124,1.821313922,91.90182531,Overweight
Male,69.38103227,1.762277268,90.65077853,Overweight
Male,73.71656744,1.872399802,101.3844899,Overweight
Male,69.45341373,1.764115756,99.45535605,Obesity
Male,70.78632803,1.797971761,95.80592458,Overweight
Male,71.7685025,1.822918979,91.08081228,Overweight
Male,69.34349142,1.761323731,94.71444361,Obesity
Male,65.28606077,1.658265048,73.21885768,Overweight
Male,70.92188271,1.801414848,94.27272177,Overweight
Male,68.59669972,1.742355232,82.0236028,Overweight
Male,68.60383346,1.742536429,80.20208548,Overweight
Male,69.47878165,1.764760101,88.27071256,Overweight
Male,65.93093182,1.674644764,73.93932053,Overweight
Male,68.52338232,1.740492971,78.59418392,Overweight
Male,73.92916406,1.877799753,97.80352311,Overweight
Male,71.19797628,1.808427621,95.3153413,Overweight
Male,66.55662283,1.690537307,83.93371787,Overweight
Male,71.74231496,1.822253816,85.25958147,Overweight
Male,69.74486699,1.771518665,85.35745278,Overweight
Male,66.75069018,1.695466615,81.43882264,Overweight
Male,69.69245988,1.770187525,96.03378563,Obesity
Male,70.40355487,1.788249328,89.67157411,Overweight
Male,69.01977337,1.753101297,84.49874286,Overweight
Male,64.73232212,1.644200094,75.34438561,Overweight
Male,70.99811279,1.803351091,85.64350837,Overweight
Male,64.45984906,1.637279282,73.2001205,Overweight
Male,69.74956026,1.771637874,87.7592832,Overweight
Male,71.52688744,1.81678196,85.85691257,Overweight
Male,68.32795276,1.735529063,94.24957954,Obesity
Male,70.76475837,1.797423892,90.41136097,Overweight
Male,71.41908821,1.814043861,95.19002633,Overweight
Male,69.39051157,1.762518042,81.72615304,Overweight
Male,72.00177109,1.828843998,89.00128869,Overweight
Male,69.19151232,1.757463464,85.92794247,Overweight
Male,66.166399,1.680625627,75.07610181,Overweight
Male,67.27217932,1.708712432,82.73261106,Overweight
Male,70.91587369,1.801262219,85.98182789,Overweight
Male,69.11992512,1.75564515,86.01279762,Overweight
Male,67.40906227,1.712189257,77.19742368,Overweight
Male,72.93868844,1.852641686,98.02007668,Overweight
Male,70.49096677,1.790469589,80.3165259,Overweight
Male,69.00829671,1.75280979,88.92725081,Overweight
Male,66.76214597,1.695757592,76.06760349,Overweight
Male,69.12070107,1.755664859,81.46869299,Overweight
Male,73.12630669,1.857407187,100.0902481,Overweight
Male,67.48686034,1.714165327,74.52300707,Overweight
Male,64.95511342,1.64985899,71.00746273,Overweight
Male,67.7825257,1.721675223,83.31624532,Overweight
Male,67.66243532,1.718624929,77.2492094,Overweight
Male,66.47643291,1.688500484,76.48797789,Overweight
Male,72.98710961,1.853871583,95.09010812,Overweight
Male,69.56326985,1.7669061,88.60739507,Overweight
Male,71.0035985,1.803490428,88.1431774,Overweight
Male,69.91567512,1.775857189,99.50353209,Obesity
Male,71.69718049,1.821107401,93.05972773,Overweight
Male,67.6499774,1.718308498,81.13973157,Overweight
Male,68.29559145,1.734707086,82.42897511,Overweight
Male,68.68729276,1.744656294,92.33333895,Obesity
Male,68.91580887,1.7504606,74.9133944,Normal
Male,68.96091692,1.751606344,89.78011299,Overweight
Male,67.24727151,1.708079774,78.6002511,Overweight
Male,68.91590084,1.750462936,83.43724546,Overweight
Male,65.83858004,1.67229903,63.29152742,Normal
Male,64.67111047,1.642645319,72.66023631,Overweight
Male,66.29593352,1.683915802,74.20946656,Overweight
Male,67.09762198,1.704278678,87.9764851,Obesity
Male,66.9983259,1.701756559,86.13410101,Overweight
Male,70.96200922,1.802434061,83.56250178,Overweight
Male,68.42090915,1.737890154,86.54333156,Overweight
Male,67.65256413,1.718374201,85.36632256,Overweight
Male,75.62023398,1.920752906,102.6060393,Overweight
Male,70.5492801,1.791950747,89.75650061,Overweight
Male,68.8908761,1.749827308,86.41539355,Overweight
Male,68.2845688,1.734427111,79.94404027,Overweight
Male,64.99511337,1.650874988,80.61558825,Overweight
Male,65.57580695,1.665624597,78.78511669,Overweight
Male,69.30612565,1.760374641,95.46464496,Obesity
Male,65.70475091,1.668899772,77.15625472,Overweight
Male,67.80402764,1.722221372,78.68001924,Overweight
Male,69.2161847,1.758090142,83.88580324,Overweight
Male,68.01504275,1.727581153,88.12700439,Overweight
Male,61.92698238,1.572944503,67.65310384,Overweight
Male,67.26639904,1.708565613,87.30320131,Overweight
Male,67.6768584,1.718991275,81.53352849,Overweight
Male,69.97094141,1.777260952,92.01716681,Overweight
Male,65.3134968,1.658961923,74.09757872,Overweight
Male,71.90604426,1.826412538,98.44203514,Overweight
Male,66.23393982,1.682341163,83.08046975,Overweight
Male,65.81497837,1.671699548,75.56099306,Overweight
Male,72.84498721,1.850261676,93.10016131,Overweight
Male,70.94948178,1.802115864,86.04780347,Overweight
Male,71.34384616,1.812132714,99.1490135,Obesity
Male,71.05570254,1.80481387,92.1424217,Overweight
Male,61.92558072,1.572908901,63.45982065,Overweight
Male,68.76249469,1.746566422,89.03729999,Overweight
Male,67.58397791,1.716632112,81.61798877,Overweight
Male,67.36173106,1.710987045,74.45527723,Overweight
Male,65.87919215,1.673330577,76.28277308,Overweight
Male,68.69479926,1.744846959,86.06569907,Overweight
Male,69.53489908,1.766185483,88.52772822,Overweight
Male,66.63472681,1.692521147,86.39474236,Obesity
Male,69.80993927,1.7731715,92.72626958,Overweight
Male,68.67991079,1.744468792,88.9728069,Overweight
Male,71.61521741,1.81902554,95.10498567,Overweight
Male,69.68983295,1.770120801,86.605863,Overweight
Male,70.90112466,1.800887594,89.7861924,Overweight
Male,68.0058507,1.727347675,84.72206701,Overweight
Male,70.61578211,1.793639897,85.57640494,Overweight
Male,71.57123282,1.817908332,80.00303415,Normal
Male,73.01290269,1.854526727,94.95017902,Overweight
Male,60.74815068,1.543002194,61.76465455,Overweight
Male,69.08215691,1.754685838,86.6066713,Overweight
Male,69.33877508,1.761203936,86.83821722,Overweight
Male,67.75717431,1.721031298,83.88650158,Overweight
Male,76.02712291,1.931087879,105.3755319,Overweight
Male,72.22765514,1.83458145,91.52527392,Overweight
Male,68.92107856,1.75059445,85.42444025,Overweight
Male,65.33496296,1.659507163,79.22242703,Overweight
Male,65.93243907,1.674683048,83.43522691,Overweight
Male,70.46672734,1.789853908,85.05641156,Overweight
Male,73.18108314,1.858798508,96.99949384,Overweight
Male,68.5509167,1.741192344,79.47817197,Overweight
Male,68.52944527,1.74064697,76.90416739,Overweight
Male,63.59648978,1.615349968,65.58573927,Overweight
Male,67.14427748,1.705463727,79.68667523,Overweight
Male,70.81640887,1.798735814,89.44761736,Overweight
Male,73.53032451,1.867669234,101.1174124,Overweight
Male,66.14110465,1.679983151,75.02617853,Overweight
Male,67.90688643,1.724833984,77.29989274,Overweight
Male,71.4334144,1.814407746,98.26344919,Overweight
Male,67.11271604,1.704662067,78.79233426,Overweight
Male,73.28395753,1.861411516,98.83590046,Overweight
Male,63.67261753,1.617283612,73.03427485,Overweight
Male,69.2253577,1.758323136,87.88631933,Overweight
Male,69.67016164,1.76962115,80.33983435,Overweight
Male,70.48548621,1.790330383,92.90809258,Overweight
Male,69.00471514,1.752718818,80.16417257,Overweight
Male,68.45793098,1.738830508,87.43524924,Overweight
Male,66.02476943,1.677028238,75.7321832,Overweight
Male,69.31820657,1.760681496,84.70286088,Overweight
Male,69.07777785,1.75457461,85.50489461,Overweight
Male,73.56231008,1.868481667,94.51110579,Overweight
Male,66.08772458,1.678627298,73.2532094,Overweight
Male,73.52602403,1.867560002,97.50706616,Overweight
Male,69.67909782,1.769848129,93.04688527,Overweight
Male,66.67681711,1.69359024,83.0968328,Overweight
Male,72.96170487,1.853226303,94.75312093,Overweight
Male,68.24690898,1.733470552,94.31337812,Obesity
Male,71.95666476,1.827698298,95.55542698,Overweight
Male,71.05867172,1.804889287,92.65652502,Overweight
Male,66.97698613,1.701214529,88.54058239,Obesity
Male,68.47803906,1.739341253,86.49365433,Overweight
Male,71.28447987,1.810624811,90.55298705,Overweight
Male,64.98049139,1.65050359,75.6689193,Overweight
Male,66.76191991,1.69575185,81.10111969,Overweight
Male,68.76619887,1.746660508,84.26476447,Overweight
Male,68.99258084,1.752410607,87.88571385,Overweight
Male,71.29523311,1.810897943,103.7820837,Obesity
Male,69.04951567,1.753856751,87.2482859,Overweight
Male,66.54151794,1.690153643,79.82470371,Overweight
Male,68.51556046,1.740294296,79.89625695,Overweight
Male,67.45975174,1.713476769,80.50465344,Overweight
Male,71.35742093,1.812477513,91.51707431,Overweight
Male,68.59044306,1.742196313,80.21460631,Overweight
Male,69.73612435,1.771296602,84.1523203,Overweight
Male,69.8338948,1.77377997,85.29390644,Overweight
Male,72.41062485,1.839228878,85.90326613,Overweight
Male,65.43463219,1.66203876,75.34015431,Overweight
Male,66.26769256,1.683198482,77.22411904,Overweight
Male,69.97433865,1.777347242,96.52630943,Obesity
Male,71.20923267,1.808713533,88.97003245,Overweight
Male,69.93743796,1.776409965,91.75216777,Overweight
Male,71.38606075,1.813204964,91.32258767,Overweight
Male,64.58881653,1.640555054,71.87350961,Overweight
Male,68.79302156,1.747341804,79.14703505,Overweight
Male,68.44578369,1.738521967,83.36267212,Overweight
Male,69.20161548,1.757720084,85.32224554,Overweight
Male,69.42605481,1.76342084,79.91993022,Overweight
Male,69.60626278,1.76799812,88.0878893,Overweight
Male,72.88174632,1.851195357,88.08734363,Overweight
Male,62.1783648,1.579329613,66.17854771,Overweight
Male,68.87474381,1.749417548,87.01423581,Overweight
Male,71.08012193,1.805434122,95.1878931,Overweight
Male,72.18257311,1.833436367,91.29059016,Overweight
Male,72.06279387,1.830393976,94.70177844,Overweight
Male,67.38009426,1.71145347,82.8591953,Overweight
Male,67.93467121,1.725539717,75.49361574,Overweight
Male,70.80196851,1.798369029,87.72176378,Overweight
Male,65.54915666,1.66494768,80.94266674,Overweight
Male,70.19126239,1.782857102,93.41354871,Overweight
Male,71.77903411,1.823186482,90.35999085,Overweight
Male,68.13032522,1.730509326,87.10307516,Overweight
Male,68.35951947,1.736330857,79.49692602,Overweight
Male,66.0903927,1.678695068,77.11356345,Overweight
Male,71.5801618,1.818135128,93.14402686,Overweight
Male,73.53670743,1.86783136,88.9236703,Overweight
Male,71.11557025,1.806334509,94.41302325,Overweight
Male,70.79434079,1.798175285,92.02962462,Overweight
Male,71.72909921,1.821918136,85.5451941,Overweight
Male,63.19656448,1.605191871,73.67682493,Overweight
Male,68.1011502,1.729768281,82.94038541,Overweight
Male,65.85613529,1.672744933,71.35794194,Overweight
Male,68.3464934,1.735999995,81.04600059,Overweight
Male,69.5602665,1.766829815,84.92035388,Overweight
Male,68.72834117,1.745698923,77.84589747,Overweight
Male,70.15831552,1.782020252,90.96069901,Overweight
Male,68.92337387,1.750652751,87.96389926,Overweight
Male,64.30020893,1.633224425,70.52889714,Overweight
Male,70.45567112,1.78957308,87.32911747,Overweight
Male,68.62410025,1.743051205,72.51233631,Normal
Male,69.66478935,1.769484694,79.94979679,Overweight
Male,69.05892182,1.754095667,77.88579529,Overweight
Male,67.22702252,1.70756545,82.42202947,Overweight
Male,66.11583539,1.679341312,77.73961754,Overweight
Male,68.61742442,1.742881639,81.2528533,Overweight
Male,69.24905019,1.758924925,85.03460711,Overweight
Male,69.64194379,1.768904417,82.55579528,Overweight
Male,72.79706766,1.84904452,97.28370673,Overweight
Male,75.0440356,1.906117475,94.58591906,Overweight
Male,70.97272246,1.802706177,86.28317419,Overweight
Male,74.38805261,1.889455516,98.49468622,Overweight
